,close,volume,return_1d,return_3d,return_5d,ma_5,ma_10,ma_20,volatility_5d,volatility_10d,rsi_14,macd,macd_signal,bollinger_upper,bollinger_lower,bollinger_width,volume_zscore,volume_spike,sentiment_score,is_pandemic,insider_net_shares,insider_7d,insider_21d
MRNA_target_3d,0.056456544,0.04409421,0.033456024,0.039686292,0.036307096,0.04871033,0.059603866,0.06826142,0.045977317,0.042066045,0.044024117,0.052181855,0.054863133,0.078339614,0.056717876,0.045009088,0.037703298,0.0,0.0,0.0548136,0.025744284,0.037148148,0.038835786
MRNA_target_5d,0.06436899,0.035464074,0.029260162,0.03263643,0.031185606,0.07941792,0.053194873,0.059912648,0.04053209,0.04807618,0.03842236,0.051674552,0.05581581,0.04737009,0.06064806,0.04497025,0.037111685,0.0,0.0,0.09251632,0.026823403,0.03074156,0.039856955
NFLX_target_1d,0.045248207,0.047157757,0.04716676,0.04984352,0.041337844,0.043098494,0.060542952,0.053531386,0.043694798,0.041538063,0.05009846,0.052957993,0.04994707,0.054573182,0.046112884,0.058394495,0.050553434,0.0,0.0,0.04674921,0.03968999,0.03331966,0.04444378
NFLX_target_3d,0.04936987,0.035610333,0.028865665,0.030484514,0.04141653,0.048729274,0.06748181,0.05594208,0.034414276,0.04470773,0.038295917,0.04601029,0.059306167,0.052644838,0.045798905,0.052005123,0.03934713,0.0,0.0,0.05348904,0.06006278,0.08682567,0.029191948
NFLX_target_5d,0.05825725,0.03713218,0.030960495,0.033581547,0.049916886,0.061444182,0.07673428,0.063640185,0.045468464,0.04918427,0.05176364,0.064,0.06425831,0.058614746,0.056179527,0.06721513,0.046921257,0.0,0.0,0.057118095,0.006933477,0.0,0.0206761
NVDA_target_1d,0.050315697,0.053359985,0.053441256,0.04618374,0.052640215,0.06182993,0.048528686,0.05856942,0.049928088,0.044932563,0.051266987,0.044084903,0.049255673,0.044698667,0.05606311,0.05537234,0.04650503,0.0,0.0,0.0,0.033078574,0.07226842,0.02767668
NVDA_target_3d,0.056037918,0.042394813,0.03363048,0.038756564,0.050412666,0.05508236,0.05541434,0.07570612,0.044859897,0.04557269,0.04082928,0.052241392,0.04318717,0.05323136,0.054976884,0.043844692,0.04281556,0.0,0.0,0.05377611,0.030493138,0.040254395,0.04648206
NVDA_target_5d,0.045373898,0.044829067,0.027315278,0.028123224,0.045000557,0.042127643,0.095641695,0.07613489,0.03809638,0.05739926,0.03651643,0.05149196,0.057051986,0.07200118,0.049289726,0.041860797,0.035209928,0.0,0.0,0.0,0.0400178,0.011252907,0.105265304
NVO_target_1d,0.055084974,0.05579681,0.06068813,0.056972798,0.05707536,0.05399683,0.063254826,0.05245225,0.057043284,0.059074566,0.058179207,0.058892854,0.06403606,0.067405164,0.06541336,0.063372575,0.05126097,0.0,0.0,0.0,0.0,0.0,0.0
NVO_target_3d,0.06385161,0.04248842,0.043319285,0.06360184,0.057899408,0.0660677,0.078378804,0.06588309,0.048506975,0.06754139,0.050151136,0.05479411,0.053020332,0.067601964,0.076598,0.0590701,0.04122587,0.0,0.0,0.0,0.0,0.0,0.0
NVO_target_5d,0.05232575,0.049655683,0.031687457,0.05700463,0.054584704,0.051697083,0.076079145,0.081448264,0.059067078,0.057570703,0.056578256,0.06032223,0.067856245,0.06654084,0.065340295,0.061940365,0.0449885,0.0,0.0,0.0053127627,0.0,0.0,0.0
OPEN_target_1d,0.049891338,0.036740806,0.03814723,0.04444989,0.051763892,0.036100358,0.0397149,0.03793823,0.047282185,0.038157344,0.043177072,0.044980936,0.04639139,0.045691833,0.037136573,0.049005624,0.044821594,0.0,0.0,0.095862046,0.07089722,0.055527847,0.046321716
OPEN_target_3d,0.043508805,0.043352257,0.033889405,0.048842166,0.05025566,0.04476051,0.051255826,0.061719306,0.047623634,0.046913214,0.048356444,0.054039683,0.054825436,0.040682144,0.070438705,0.048302054,0.03621448,0.0,0.0,0.081023075,0.0131655345,0.018931886,0.06189975
OPEN_target_5d,0.052189417,0.060836717,0.027737405,0.04465319,0.041265003,0.034669932,0.043127056,0.05128462,0.035137333,0.043690965,0.04332982,0.057635594,0.040889744,0.061280817,0.06816893,0.05898961,0.037782464,0.0,0.0,0.06875645,0.020778686,0.050384898,0.05741128
PFE_target_1d,0.048571456,0.042887192,0.0455192,0.04140773,0.048497442,0.048702825,0.05340752,0.05311173,0.05038709,0.043212723,0.04869327,0.041361168,0.042069376,0.048770465,0.039665807,0.046155214,0.04921517,0.0,0.0,0.08253996,0.089413285,0.0,0.036411352
PFE_target_3d,0.052169416,0.047329914,0.03570774,0.044368856,0.047378767,0.068055265,0.10655715,0.060643043,0.043219578,0.046711307,0.043067772,0.045328412,0.04995727,0.05150602,0.0730445,0.051420316,0.039220456,0.0,0.0,0.01630835,0.037977014,0.022289991,0.017738793
PFE_target_5d,0.05412708,0.034289382,0.0325376,0.030324545,0.031088578,0.056940146,0.060954053,0.055147152,0.037890058,0.046598013,0.038825914,0.048569057,0.048885807,0.04952708,0.07734799,0.047908865,0.027207334,0.0,0.0,0.061797686,0.061697695,0.0,0.09833596
PLTR_target_1d,0.04790972,0.045472663,0.045050245,0.039293144,0.04428885,0.045208007,0.049619395,0.03822503,0.04347992,0.038043562,0.047991324,0.052670907,0.0402106,0.046886783,0.052803338,0.040731672,0.040584676,0.0,0.0,0.067231975,0.04313361,0.052000254,0.07916431
PLTR_target_3d,0.05670469,0.0384383,0.033938244,0.048745066,0.03742652,0.044904828,0.05576345,0.063442156,0.0498927,0.0442865,0.03614355,0.059622865,0.0719915,0.05314011,0.055440553,0.050824583,0.033413246,0.0,0.0,0.046190035,0.050348807,0.038888764,0.030453473
PLTR_target_5d,0.059777662,0.03584866,0.02735812,0.04326971,0.03535922,0.048855845,0.091527976,0.06657488,0.03557007,0.05171157,0.036142558,0.04584717,0.058353335,0.0640248,0.06045569,0.06022741,0.031471565,0.0,0.0,0.019961707,0.029261567,0.06311533,0.03528515
PYPL_target_1d,0.040186644,0.049159765,0.04676676,0.04081004,0.042036735,0.035360247,0.0474584,0.051473863,0.03889924,0.04601836,0.04152419,0.0481637,0.042228397,0.054799728,0.049205095,0.042485867,0.041964345,0.0,0.0,0.06885017,0.06802072,0.05517559,0.049412146
PYPL_target_3d,0.05585575,0.047178194,0.032882005,0.041774932,0.04453014,0.051998094,0.065310545,0.050991997,0.051491637,0.0463014,0.051474698,0.046346765,0.052423865,0.052224852,0.055019267,0.05125365,0.0333187,0.0,0.0,0.03673089,0.064889655,0.041233957,0.026769027
PYPL_target_5d,0.04844968,0.049754668,0.036656793,0.04439495,0.049587004,0.048515417,0.076060034,0.06300599,0.044474345,0.044036273,0.047502168,0.058426127,0.049939077,0.05516637,0.07216349,0.05114878,0.037694566,0.0,0.0,0.04637363,0.02740947,0.019914724,0.029326456
SHOP_target_1d,0.0630947,0.056693293,0.054191317,0.055876072,0.050963398,0.042879898,0.06903901,0.05889211,0.05958462,0.05480365,0.046874825,0.051050033,0.057808153,0.065698124,0.07294042,0.06180779,0.061175827,0.0,0.0,0.01662674,0.0,0.0,0.0
SHOP_target_3d,0.07305706,0.04190285,0.054516833,0.0426248,0.049171418,0.060072497,0.06893134,0.065063804,0.04181295,0.05381575,0.05066112,0.07061948,0.054575723,0.06891835,0.070539445,0.057372563,0.043064594,0.0,0.0,0.03327944,0.0,0.0,0.0
SHOP_target_5d,0.070598915,0.04671341,0.037104093,0.039496094,0.059169143,0.060816687,0.06958736,0.050561823,0.055951517,0.06611506,0.042750124,0.06665148,0.06733139,0.067235425,0.076540686,0.054099903,0.033635296,0.0,0.0,0.035641644,0.0,0.0,0.0
SMCI_target_1d,0.03915246,0.053388577,0.04945302,0.048356075,0.046499696,0.04046138,0.05302404,0.04611033,0.04707677,0.046139084,0.048117183,0.04961282,0.042957403,0.04721101,0.034213807,0.048536945,0.044548426,0.0,0.0,0.065241195,0.05137419,0.043138966,0.055386562
SMCI_target_3d,0.0477412,0.045163263,0.047441907,0.04458353,0.04105732,0.06270275,0.060391862,0.051882673,0.05329529,0.05761929,0.04925682,0.05751944,0.051647,0.045280166,0.04545676,0.049543038,0.042761967,0.0,0.0,0.034340277,0.05058044,0.027790772,0.03394435
SMCI_target_5d,0.064601585,0.040521365,0.024705108,0.03256341,0.050426837,0.06503135,0.057470616,0.061471384,0.03993651,0.049490463,0.051411737,0.048925273,0.056316454,0.048890322,0.06087511,0.059367653,0.02694777,0.0,0.0,0.052356657,0.04564223,0.046268273,0.01677997
SNOW_target_1d,0.0470623,0.05342026,0.046640318,0.05392295,0.053563863,0.052921806,0.032674182,0.042818572,0.04346699,0.04933493,0.040691417,0.040118728,0.05018271,0.0437018,0.041079175,0.05117988,0.04699333,0.0,0.0,0.03899107,0.050170526,0.03462681,0.08643828
SNOW_target_3d,0.04623429,0.048440967,0.033239953,0.038991608,0.0497353,0.05446922,0.05714311,0.056944996,0.03689329,0.04030709,0.04768951,0.06452942,0.050763972,0.05530397,0.04026322,0.05185404,0.04318504,0.0,0.0,0.05464736,0.03888007,0.04787883,0.04260468
SNOW_target_5d,0.072578326,0.044150624,0.027119642,0.03893087,0.04509704,0.060133476,0.054414894,0.087608576,0.044277705,0.04801113,0.03469366,0.033891812,0.06273918,0.052388415,0.039548837,0.041198656,0.030808678,0.0,0.0,0.06424242,0.036440633,0.055269457,0.026455997
TSLA_target_1d,0.04570849,0.050249096,0.047366455,0.042931553,0.045276627,0.055249292,0.033440806,0.052998386,0.046582982,0.04801273,0.050460577,0.04707614,0.051999938,0.053148042,0.05621888,0.05169243,0.04546426,0.0,0.0,0.01840142,0.055170048,0.06457218,0.037979674
TSLA_target_3d,0.048802093,0.05411845,0.03956029,0.037195407,0.04402845,0.056064643,0.051897753,0.047207683,0.04559644,0.049189206,0.0467928,0.053130735,0.047637943,0.05623763,0.056534562,0.050066844,0.030837534,0.0,0.0,0.0572698,0.04686815,0.04960522,0.031358436
TSLA_target_5d,0.051665187,0.05044922,0.0287304,0.03462387,0.03876465,0.054484654,0.05436414,0.08046913,0.03529455,0.050757997,0.033105526,0.03922947,0.053175952,0.061692595,0.044525146,0.054312844,0.031724907,0.0,0.0,0.086316265,0.050111525,0.026983334,0.0392186
TSM_target_1d,0.039792705,0.04420549,0.05494615,0.045807607,0.04447152,0.045003306,0.041318774,0.058521334,0.04632935,0.050896943,0.051505055,0.045124937,0.04468219,0.05084891,0.047898818,0.05226133,0.051240962,0.0,0.0,0.1851446,0.0,0.0,0.0
TSM_target_3d,0.08619659,0.05114525,0.048871487,0.049738288,0.04990869,0.066676475,0.061833274,0.07116111,0.05107315,0.058117397,0.052254003,0.050803714,0.06488836,0.056221273,0.057943888,0.057055924,0.04360152,0.0,0.0,0.022509664,0.0,0.0,0.0
TSM_target_5d,0.056920983,0.04181154,0.032504216,0.042394742,0.04121714,0.05846687,0.06944903,0.101807855,0.035419125,0.055128314,0.04080352,0.06022418,0.057558898,0.08859781,0.06938823,0.038845506,0.03456795,0.0,0.0,0.074894056,0.0,0.0,0.0
UNH_target_1d,0.058345724,0.041948523,0.04360593,0.0488343,0.045259267,0.05131406,0.05818634,0.051860806,0.045311555,0.048480876,0.04715011,0.047739156,0.050091207,0.03681315,0.05010135,0.04232097,0.044306632,0.0,0.0,0.028631758,0.05357467,0.06465104,0.04147255
UNH_target_3d,0.051487543,0.045556307,0.037555363,0.043864943,0.043868314,0.050300308,0.04999313,0.052234966,0.05295313,0.052280776,0.056309912,0.05054007,0.05925147,0.04884902,0.059771176,0.05212263,0.04047965,0.0,0.0,0.026419992,0.05971265,0.04689745,0.019551147
UNH_target_5d,0.0493933,0.03970961,0.031647813,0.032747507,0.0405361,0.07138544,0.045455992,0.060497276,0.03942844,0.048444286,0.049173895,0.052429914,0.059311654,0.056115016,0.05233604,0.046133004,0.03737221,0.0,0.0,0.0364272,0.047463503,0.044277202,0.05971456
ZM_target_1d,0.037587445,0.051017202,0.046062082,0.05420944,0.045589004,0.057160378,0.05782624,0.047214057,0.046947107,0.046946928,0.046077885,0.04287727,0.04818097,0.054468963,0.046181485,0.042367164,0.049619757,0.0,0.0,0.022608059,0.041624058,0.061656598,0.053777937
ZM_target_3d,0.042099107,0.041427452,0.03795106,0.042597,0.055886224,0.0482655,0.06759653,0.058745578,0.05085691,0.04089866,0.04359339,0.05805431,0.059333097,0.054284126,0.07066123,0.045705292,0.04355566,0.0,0.0,0.024075856,0.043771252,0.043962475,0.026679257
ZM_target_5d,0.050516896,0.040353473,0.030834856,0.035318427,0.04085169,0.064399235,0.06198113,0.064285375,0.03383551,0.04214841,0.04172699,0.054739542,0.057581935,0.043195598,0.056111816,0.04221613,0.03374364,0.0,0.0,0.07076913,0.02921673,0.056009863,0.050163697
